YB,GLON,GLAT,r,Vstrongest (km/s),g amplitude,g velocity,g stddev,uncertamp,uncertgvel,uncertstd,+/-,P(far),Extra
3121,104.2009974,2.604851736,0.00217224,-3.1122586200000004,1.12055242061615,-3.1122586200000004,2.0,nan,nan,nan,5,0.5,none
3122,104.2171126,1.397644482,0.004025193,2.658961519999997,0.2853195369243622,2.658961519999997,2.0,nan,nan,nan,5,0.5,none
3123,104.2378767,2.617070069,0.002361651,-3.1122586200000004,1.3334919214248657,-3.1122586200000004,2.0,nan,nan,nan,5,0.5,none
3124,104.2482286,2.879835016,0.002557622,-79.78704048,0.928392767906189,-79.78704048,2.0,nan,nan,nan,5,0.5,none
3125,104.2937917,2.894631256,0.003551153,-79.78704048,2.32236909866333,-79.78704048,2.0,nan,nan,nan,5,0.5,none
3126,104.2940508,2.647955019,0.002064744,-3.1122586200000004,0.7896358966827393,-3.1122586200000004,2.0,nan,nan,nan,5,0.5,none
3127,104.2988968,2.893962117,0.00186202,-79.78704048,2.114121675491333,-79.78704048,2.0,nan,nan,nan,5,0.5,none
3128,104.3444972,3.098060901,0.00222364,-81.43596052,0.2561323642730713,-81.43596052,2.0,nan,nan,nan,5,0.5,none
3129,104.3468878,1.961534016,0.002126977,-46.80863968,0.40695512294769287,-46.80863968,2.0,nan,nan,nan,5,0.5,none
3130,104.3477688,2.825098389,0.005605597,-78.96258046,4.186564922332764,-78.96258046,2.0,nan,nan,nan,5,0.5,none
3131,104.3487524,2.803877977,0.003483093,-62.473380060000004,2.869874954223633,-62.473380060000004,2.0,nan,nan,nan,5,0.5,none
3132,104.350886,1.947844713,0.001847397,-46.80863968,0.6737442016601562,-46.80863968,2.0,nan,nan,nan,5,0.5,none
3133,104.3517567,0.403678664,0.004494441,-53.40431984,5.824028491973877,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3134,104.354869,1.294040328,0.005438209,-50.10647976,0.2793601453304291,-50.10647976,2.0,nan,nan,nan,5,0.5,none
3135,104.3559533,0.413700778,0.003720537,-53.40431984,4.815579891204834,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3136,104.3632666,0.250274574,0.004976486,-56.70215992,2.9322879314422607,-56.70215992,2.0,nan,nan,nan,5,0.5,none
3137,104.373248,0.1730874,0.005183281,-67.42014018,3.162628412246704,-67.42014018,2.0,nan,nan,nan,5,0.5,none
3138,104.3940232,2.880342304,0.004599482,-79.78704048,2.895479440689087,-79.78704048,2.0,nan,nan,nan,5,0.5,none
3139,104.4048885,0.36528023,0.004129218,-56.70215992,2.5917680263519287,-56.70215992,2.0,nan,nan,nan,5,0.5,none
3140,104.4074658,3.005822392,0.004836372,-64.1223001,1.2810742855072021,-64.1223001,2.0,nan,nan,nan,5,0.5,none
3141,104.4237875,1.180232298,0.007568662,-22.899299100000004,4.630154609680176,-22.899299100000004,2.0,nan,nan,nan,5,0.5,none
3142,104.4380762,1.031672614,0.005038385,-1.4633385800000034,1.7095534801483154,-1.4633385800000034,2.0,nan,nan,nan,5,0.5,none
3143,104.4388887,2.388917881,0.001747303,-37.73957946,0.2529296875,-37.73957946,2.0,nan,nan,nan,5,0.5,none
3144,104.4391289,1.17891845,0.004025041,-23.723759120000004,3.664297342300415,-23.723759120000004,2.0,nan,nan,nan,5,0.5,none
3145,104.4690812,1.823237206,0.00304,-41.86187956,0.2842860221862793,-41.86187956,2.0,nan,nan,nan,5,0.5,none
3146,104.5363701,0.277347483,0.004268373,-56.70215992,3.9857778549194336,-56.70215992,2.0,nan,nan,nan,5,0.5,none
3147,104.5771554,2.633139359,0.004468837,-23.723759120000004,1.719449758529663,-23.723759120000004,2.0,nan,nan,nan,5,0.5,none
3148,104.6525128,2.347395619,0.007589453,-63.29784008,1.5730211734771729,-63.29784008,2.0,nan,nan,nan,5,0.5,none
3149,104.6697117,1.24160193,0.005060329,-16.30361894,0.9081001281738281,-16.30361894,2.0,nan,nan,nan,5,0.5,none
3150,104.7019475,2.874342832,0.004274094,-24.54821914,2.052725076675415,-24.54821914,2.0,nan,nan,nan,5,0.5,none
3151,104.7113677,0.06937314,0.00530824,-53.40431984,2.487337827682495,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3152,104.7116937,2.788068605,0.004360956,-60.0,4.474100589752197,-60.0,2.0,nan,nan,nan,5,0.5,none
3153,104.7250031,1.95827398,0.003065264,-22.074839079999997,1.0803329944610596,-22.074839079999997,2.0,nan,nan,nan,5,0.5,none
3154,104.7250923,0.442453166,0.007552366,-65.77122014000001,5.516963005065918,-65.77122014000001,2.0,nan,nan,nan,5,0.5,none
3155,104.7286845,2.80091302,0.004123768,-60.0,3.6638195514678955,-60.0,2.0,nan,nan,nan,5,0.5,none
3156,104.7437623,0.545710413,0.004690098,-68.24460020000001,1.0640419721603394,-68.24460020000001,2.0,nan,nan,nan,5,0.5,none
3157,104.7874143,3.104748048,0.007183421,-7.234558720000001,0.7461144328117371,-7.234558720000001,2.0,nan,nan,nan,5,0.5,none
3158,104.8597529,0.868749256,0.003220881,-1.4633385800000034,1.0308533906936646,-1.4633385800000034,2.0,nan,nan,nan,5,0.5,none
3159,104.8786299,0.277409112,0.002840503,-55.05323988,2.9568707942962646,-55.05323988,2.0,nan,nan,nan,5,0.5,none
3160,104.9660681,0.438308822,0.002100482,-51.7553998,0.5340733528137207,-51.7553998,2.0,nan,nan,nan,5,0.5,none
3161,104.9788632,0.443139402,0.001856749,-31.1438993,0.4726996421813965,-31.1438993,2.0,nan,nan,nan,5,0.5,none
3162,105.0222635,0.253182958,0.001988197,-55.05323988,1.7480156421661377,-55.05323988,2.0,nan,nan,nan,5,0.5,none
3163,105.0382474,1.257379116,0.002778399,-1.4633385800000034,2.1319525241851807,-1.4633385800000034,2.0,nan,nan,nan,5,0.5,none
3164,105.1198733,1.22745564,0.00283573,-1.4633385800000034,1.6150217056274414,-1.4633385800000034,2.0,nan,nan,nan,5,0.5,none
3165,105.1664788,2.923232753,0.006556917,-25.37267916,1.253475308418274,-25.37267916,2.0,nan,nan,nan,5,0.5,none
3166,105.1739191,2.792221681,0.003206048,-99.57408095999999,0.3157912790775299,-99.57408095999999,2.0,nan,nan,nan,5,0.5,none
3167,105.2195172,0.318699137,0.00595515,-44.335259619999995,1.5147346258163452,-44.335259619999995,2.0,nan,nan,nan,5,0.5,none
3168,105.2382158,2.667081642,0.002024061,0.18558146000000125,1.7355375289916992,0.18558146000000125,2.0,nan,nan,nan,5,0.5,none
3169,105.2964793,0.164852433,0.00383898,-48.457559720000006,4.0709052085876465,-48.457559720000006,2.0,nan,nan,nan,5,0.5,none
3170,105.358239,0.933612418,0.005516057,-2.2877986000000017,1.967652440071106,-2.2877986000000017,2.0,nan,nan,nan,5,0.5,none
3171,105.3644019,0.281606358,0.003423043,-53.40431984,2.946262836456299,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3172,105.3761282,0.786777058,0.003585628,-41.86187956,1.0002747774124146,-41.86187956,2.0,nan,nan,nan,5,0.5,none
3173,105.377344,2.699294075,0.002152535,-0.6388785599999974,1.1070715188980103,-0.6388785599999974,2.0,nan,nan,nan,5,0.5,none
3174,105.3814733,1.768526184,0.002034639,-139.97262193999998,0.31728076934814453,-139.97262193999998,2.0,nan,nan,nan,5,0.5,none
3175,105.3907983,2.857721792,0.005652459,-0.6388785599999974,0.9870337843894958,-0.6388785599999974,2.0,nan,nan,nan,5,0.5,none
3176,105.4369399,0.813310391,0.001999985,-3.936718639999999,1.7563502788543701,-3.936718639999999,2.0,nan,nan,nan,5,0.5,none
3177,105.5029934,0.624339899,0.004883801,-3.936718639999999,2.5717670917510986,-3.936718639999999,2.0,nan,nan,nan,5,0.5,none
3178,105.5086115,0.228626683,0.007356673,-53.40431984,5.767407417297363,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3179,105.5639728,0.069044019,0.003190509,-52.579859819999996,1.8050055503845215,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3180,105.5690636,0.070817338,0.003363924,-52.579859819999996,1.6176373958587646,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3181,105.57618,0.300849951,0.005226975,-52.579859819999996,5.100196838378906,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3182,105.6034188,2.266612325,0.002155688,-13.830238880000005,1.2896976470947266,-13.830238880000005,2.0,nan,nan,nan,5,0.5,none
3183,105.6044202,0.838668717,0.001995879,-3.936718639999999,2.1703789234161377,-3.936718639999999,2.0,nan,nan,nan,5,0.5,none
3184,105.6273644,0.340139077,0.007530317,-52.579859819999996,11.251091957092285,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3185,105.6691222,1.656209656,0.005684991,-22.899299100000004,3.068307399749756,-22.899299100000004,2.0,nan,nan,nan,5,0.5,none
3186,105.70607,0.021956026,0.003771028,-57.526619939999996,0.7227404117584229,-57.526619939999996,2.0,nan,nan,nan,5,0.5,none
3187,105.7175967,1.760702201,0.006171011,-22.074839079999997,2.592137098312378,-22.074839079999997,2.0,nan,nan,nan,5,0.5,none
3188,105.730696,1.762606213,0.00242105,-22.074839079999997,2.496951103210449,-22.074839079999997,2.0,nan,nan,nan,5,0.5,none
3189,105.7438854,1.806951144,0.006126626,-22.074839079999997,1.6170308589935303,-22.074839079999997,2.0,nan,nan,nan,5,0.5,none
3190,105.7458482,1.811617443,0.005048497,-22.074839079999997,1.5413587093353271,-22.074839079999997,2.0,nan,nan,nan,5,0.5,none
3191,105.7566186,0.332563921,0.005117921,-53.40431984,3.081374168395996,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3192,105.8067655,1.640672767,0.002031078,-22.899299100000004,2.6824076175689697,-22.899299100000004,2.0,nan,nan,nan,5,0.5,none
3193,105.8276028,2.91042787,0.003228084,-5.585638680000003,2.315218925476074,-5.585638680000003,2.0,nan,nan,nan,5,0.5,none
3194,105.8357053,0.327141285,0.005432933,-50.93093978,3.4272215366363525,-50.93093978,2.0,nan,nan,nan,5,0.5,none
3195,105.8511529,0.139538249,0.006924359,-45.15971964,5.991672039031982,-45.15971964,2.0,nan,nan,nan,5,0.5,none
3196,105.8893358,0.055872398,0.004605321,-59.17553998,1.147797703742981,-59.17553998,2.0,nan,nan,nan,5,0.5,none
3197,105.9541437,0.486721737,0.003950573,-53.40431984,2.7895634174346924,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3198,105.9636347,0.419854524,0.008264929,-51.7553998,1.607597827911377,-51.7553998,2.0,nan,nan,nan,5,0.5,none
3199,105.9724946,0.740540101,0.002687676,-3.1122586200000004,4.098994255065918,-3.1122586200000004,2.0,nan,nan,nan,5,0.5,none
3200,105.9772868,0.468244307,0.002892795,-43.5107996,2.6431469917297363,-43.5107996,2.0,nan,nan,nan,5,0.5,none
3201,106.0497774,2.3840327,0.002724746,-9.707938780000005,0.7187304496765137,-9.707938780000005,2.0,nan,nan,nan,5,0.5,none
3202,106.0647524,2.906394629,0.003332151,-4.761178659999998,1.943189024925232,-4.761178659999998,2.0,nan,nan,nan,5,0.5,none
3203,106.0726574,0.364988091,0.006306363,-54.22877986,3.58276629447937,-54.22877986,2.0,nan,nan,nan,5,0.5,none
3204,106.1080315,0.928998778,0.002915965,-11.356858820000001,0.7884979248046875,-11.356858820000001,2.0,nan,nan,nan,5,0.5,none
3205,106.1356516,0.098537774,0.004355509,-57.526619939999996,4.214675426483154,-57.526619939999996,2.0,nan,nan,nan,5,0.5,none
3206,106.1418608,0.130722687,0.006630351,-57.526619939999996,3.5415077209472656,-57.526619939999996,2.0,nan,nan,nan,5,0.5,none
3207,106.1485751,2.658701825,0.002463073,-4.761178659999998,1.3238096237182617,-4.761178659999998,2.0,nan,nan,nan,5,0.5,none
3208,106.2578934,0.94079685,0.00542349,-60.82446002,1.3954944610595703,-60.82446002,2.0,nan,nan,nan,5,0.5,none
3209,106.3173709,0.056338559,0.005618056,-55.877699899999996,4.261778354644775,-55.877699899999996,2.0,nan,nan,nan,5,0.5,none
3210,106.3322694,0.031265639,0.004672668,-56.70215992,4.595784664154053,-56.70215992,2.0,nan,nan,nan,5,0.5,none
3211,106.4634511,0.596838604,0.003651162,-3.936718639999999,0.506528377532959,-3.936718639999999,2.0,nan,nan,nan,5,0.5,none
3212,106.4898396,0.92527878,0.008012796,-13.005778859999998,6.057672500610352,-13.005778859999998,2.0,nan,nan,nan,5,0.5,none
3213,106.498905,0.925632176,0.008160214,-13.005778859999998,5.890521049499512,-13.005778859999998,2.0,nan,nan,nan,5,0.5,none
3214,106.5485264,0.461234296,0.001834162,-3.936718639999999,1.081007957458496,-3.936718639999999,2.0,nan,nan,nan,5,0.5,none
3215,106.5836739,1.553970919,0.002400715,-17.952538979999996,2.492865562438965,-17.952538979999996,2.0,nan,nan,nan,5,0.5,none
3216,106.5901185,0.716592032,0.005877411,-12.18131884,5.102222919464111,-12.18131884,2.0,nan,nan,nan,5,0.5,none
3217,106.6749789,1.896240833,0.002958445,-61.64892004,2.7659950256347656,-61.64892004,2.0,nan,nan,nan,5,0.5,none
3218,106.6831423,1.891794419,0.004212553,-61.64892004,2.435969352722168,-61.64892004,2.0,nan,nan,nan,5,0.5,none
3219,106.7257117,1.269750611,0.001978262,1.8345014999999985,2.8904011249542236,1.8345014999999985,2.0,nan,nan,nan,5,0.5,none
3220,106.7272008,1.472310677,0.006236419,-8.883478759999997,2.688352584838867,-8.883478759999997,2.0,nan,nan,nan,5,0.5,none
3221,106.7414418,1.32511467,0.006762479,2.658961519999997,2.6729736328125,2.658961519999997,2.0,nan,nan,nan,5,0.5,none
3222,106.89412,0.892915051,0.003956636,-12.18131884,0.37977007031440735,-12.18131884,2.0,nan,nan,nan,5,0.5,none
3223,106.9123031,1.10630792,0.001600643,1.01004148,1.6946163177490234,1.01004148,2.0,nan,nan,nan,5,0.5,none
3224,106.9145658,0.629296352,0.002853582,-36.915119440000005,5.7939982414245605,-36.915119440000005,2.0,nan,nan,nan,5,0.5,none
3225,106.9177054,0.613356115,0.007704714,-36.915119440000005,4.603152275085449,-36.915119440000005,2.0,nan,nan,nan,5,0.5,none
3226,106.9337927,1.099659807,0.001411486,1.8345014999999985,1.7607269287109375,1.8345014999999985,2.0,nan,nan,nan,5,0.5,none
3227,106.996756,1.136382503,0.002283525,1.8345014999999985,2.5304365158081055,1.8345014999999985,2.0,nan,nan,nan,5,0.5,none
3228,107.0905742,2.185786244,0.004242557,-14.654698900000003,0.5153229236602783,-14.654698900000003,2.0,nan,nan,nan,5,0.5,none
3229,107.1851327,2.007800554,0.003248112,1.8345014999999985,0.7820408344268799,1.8345014999999985,2.0,nan,nan,nan,5,0.5,none
3230,107.2172339,2.88221738,0.002445556,-122.65896151999999,0.45859551429748535,-122.65896151999999,2.0,nan,nan,nan,5,0.5,none
3231,107.2500887,-0.012003556,0.005777676,-3.936718639999999,3.3301727771759033,-3.936718639999999,2.0,nan,nan,nan,5,0.5,none
3232,107.2518322,2.932516422,0.003036682,-7.234558720000001,0.9855303764343262,-7.234558720000001,2.0,nan,nan,nan,5,0.5,none
3233,107.4394503,2.299420896,0.001904466,-12.18131884,0.5230705738067627,-12.18131884,2.0,nan,nan,nan,5,0.5,none
3234,107.455248,1.917485355,0.001695752,-16.30361894,0.8444681167602539,-16.30361894,2.0,nan,nan,nan,5,0.5,none
3235,107.4773073,0.935150726,0.00187767,-11.356858820000001,1.3321056365966797,-11.356858820000001,2.0,nan,nan,nan,5,0.5,none
3236,107.4936633,1.17741754,0.00330361,4.307881560000002,2.3452742099761963,4.307881560000002,2.0,nan,nan,nan,5,0.5,none
3237,107.4981514,2.430375363,0.001898256,-6.4100987000000025,0.6879994869232178,-6.4100987000000025,2.0,nan,nan,nan,5,0.5,none
3238,107.5296915,1.817498652,0.001966617,-7.234558720000001,0.6067819595336914,-7.234558720000001,2.0,nan,nan,nan,5,0.5,none
3239,107.5431508,1.816675245,0.00383201,-7.234558720000001,0.7885417938232422,-7.234558720000001,2.0,nan,nan,nan,5,0.5,none
3240,107.5538951,2.871294527,0.005514192,-8.883478759999997,1.315654993057251,-8.883478759999997,2.0,nan,nan,nan,5,0.5,none
3241,107.633068,2.10843926,0.002627254,-9.707938780000005,0.6922740936279297,-9.707938780000005,2.0,nan,nan,nan,5,0.5,none
3242,107.6529615,0.69210505,0.00256583,-13.005778859999998,0.7717898488044739,-13.005778859999998,2.0,nan,nan,nan,5,0.5,none
3243,107.6635751,1.472917709,0.008429066,2.658961519999997,1.9040169715881348,2.658961519999997,2.0,nan,nan,nan,5,0.5,none
3244,107.6816754,1.194181679,0.006338746,3.4834215399999957,4.836031436920166,3.4834215399999957,2.0,nan,nan,nan,5,0.5,none
3245,107.6864549,0.772538914,0.008881943,-57.526619939999996,2.252122402191162,-57.526619939999996,2.0,nan,nan,nan,5,0.5,none
3246,107.6887181,0.235961597,0.006891098,-56.70215992,5.019525527954102,-56.70215992,2.0,nan,nan,nan,5,0.5,none
3247,107.6941039,0.23023964,0.004309118,-56.70215992,4.576469421386719,-56.70215992,2.0,nan,nan,nan,5,0.5,none
3248,107.6979154,2.124429817,0.00228423,-93.80286082,0.7620925903320312,-93.80286082,2.0,nan,nan,nan,5,0.5,none
3249,107.8424483,2.315748838,0.007845497,-12.18131884,0.6755095720291138,-12.18131884,2.0,nan,nan,nan,5,0.5,none
3250,107.8476878,1.406507013,0.002745466,2.658961519999997,2.718935012817383,2.658961519999997,2.0,nan,nan,nan,5,0.5,none
3251,107.8614645,0.454371497,0.004526181,-6.4100987000000025,1.1435195207595825,-6.4100987000000025,2.0,nan,nan,nan,5,0.5,none
3252,107.8725035,1.150617275,0.007736453,3.4834215399999957,2.6607704162597656,3.4834215399999957,2.0,nan,nan,nan,5,0.5,none
3253,107.8743012,1.294681952,0.002772714,3.4834215399999957,3.5074329376220703,3.4834215399999957,2.0,nan,nan,nan,5,0.5,none
3254,107.8747105,0.658994924,0.002469953,-52.579859819999996,0.7389540672302246,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3255,107.894683,1.997436309,0.00301755,-28.67051924,0.5041020512580872,-28.67051924,2.0,nan,nan,nan,5,0.5,none
3256,108.0005866,1.197213507,0.002183243,3.4834215399999957,4.811645984649658,3.4834215399999957,2.0,nan,nan,nan,5,0.5,none
3257,108.0208752,1.523302261,0.002216305,-16.30361894,1.1043622493743896,-16.30361894,2.0,nan,nan,nan,5,0.5,none
3258,108.1179848,2.673864341,0.007085135,-64.94676012,1.2128639221191406,-64.94676012,2.0,nan,nan,nan,5,0.5,none
3259,108.1558537,1.019140016,0.001788612,-40.212959520000005,0.4362328052520752,-40.212959520000005,2.0,nan,nan,nan,5,0.5,none
3260,108.170437,2.051201201,0.006475564,-11.356858820000001,0.6434722542762756,-11.356858820000001,2.0,nan,nan,nan,5,0.5,none
3261,108.1706497,0.134428838,0.005513247,-46.80863968,7.098952770233154,-46.80863968,2.0,nan,nan,nan,5,0.5,none
3262,108.1812111,0.610904252,0.007779101,-48.457559720000006,4.583639621734619,-48.457559720000006,2.0,nan,nan,nan,5,0.5,none
3263,108.1971359,0.580061661,0.007665749,-49.28201974,11.031087875366211,-49.28201974,2.0,nan,nan,nan,5,0.5,none
3264,108.2130177,0.141285561,0.004787656,-47.633099699999995,5.7884087562561035,-47.633099699999995,2.0,nan,nan,nan,5,0.5,none
3265,108.2170546,0.53053408,0.005812785,-52.579859819999996,2.480919599533081,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3266,108.3684118,0.63029057,0.003879421,-9.707938780000005,4.864616870880127,-9.707938780000005,2.0,nan,nan,nan,5,0.5,none
3267,108.4746394,2.07635521,0.003914906,-10.532398800000003,0.8671472668647766,-10.532398800000003,2.0,nan,nan,nan,5,0.5,none
3268,108.4845939,0.846376109,0.002506801,-49.28201974,0.4190247058868408,-49.28201974,2.0,nan,nan,nan,5,0.5,none
3269,108.5309687,2.736673894,0.00308286,-10.532398800000003,1.2678327560424805,-10.532398800000003,2.0,nan,nan,nan,5,0.5,none
3270,108.5711119,0.689794094,0.003676925,-55.05323988,1.8243792057037354,-55.05323988,2.0,nan,nan,nan,5,0.5,none
3271,108.5802573,0.691640493,0.004589074,-55.05323988,2.5062339305877686,-55.05323988,2.0,nan,nan,nan,5,0.5,none
3272,108.5934645,2.899642965,0.00503138,-11.356858820000001,3.6634953022003174,-11.356858820000001,2.0,nan,nan,nan,5,0.5,none
3273,108.595972,0.495231238,0.007071684,-51.7553998,13.531305313110352,-51.7553998,2.0,nan,nan,nan,5,0.5,none
3274,108.6895594,2.158510027,0.002419645,-6.4100987000000025,0.8500783443450928,-6.4100987000000025,2.0,nan,nan,nan,5,0.5,none
3275,108.691024,0.274539199,0.004321552,-54.22877986,2.9322211742401123,-54.22877986,2.0,nan,nan,nan,5,0.5,none
3276,108.7190093,2.31433118,0.002422916,23.270462019999993,0.4181647300720215,23.270462019999993,2.0,nan,nan,nan,5,0.5,none
3277,108.7368573,2.0436833,0.006511595,-91.32948076000001,0.964454174041748,-91.32948076000001,2.0,nan,nan,nan,5,0.5,none
